full_text,user_id,user_name,user_location
Labor begins election defeat postmortem with internal blame game https://t.co/vC0EymXjHC,106923936,Luke Henriques-Gomes,"Brunswick, Melbourne"
@TheNewEuropean If I’d be able to vote for any song. I wouldn’t have voted for U.K.. It was one of the worst on the night. Australia was great song. My vote would have gone there.,2731102072,Lucy Locket #FBPE,
2019 Australia election: Morrison celebrates 'miracle' win https://t.co/ZnXPqgtCOd @kinsellawarren Another example that campaigns still matter and a lead in the polls prior to an election does not matter much! #cdnpoli #FederalElection2019,2787030153,Alex Surca,"Toronto, Ontario"
"So. Even Australia is now a backward facing country. 🇪🇺

'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment?

https://t.co/BIV8HYEtMt",4209823162,mel west,
"""Despite enduring its hottest year on record and a series of environmental calamities that have brought the climate emergency into sharp relief, Australia has voted [...] against taking forceful action on the climate crisis.""

https://t.co/AglYHhC11N",118965640,Risto Nevanlinna,
australia after the election: https://t.co/KksHHIQtRj,3721343120,cate,"bris, aus"
New world news from Time: https://t.co/X1lXXDkgjD https://t.co/6mmyfuR6I6,30068057,Thaar  AL_taiey,United States
It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/sECNHYKSlW,3293713235,Frank Talmon l'Armée,"Stuttgart, München "
@rahulkanwal Australia conducted elections in one day and also had results. Our democracy and election process has become a joke.,3312537228,Dhaval Mehta,"Mumbai, Maharashtra"
"Discovered that a Fraser Anning volunteer up in North Queensland snipe at my parental who politely declined a ^how to vote pamplet^, “well you’ll be sorry when Australia is swamped with Muslims”",20665873,💧Bec Açai Fjörd,sydney 
"The natsec/FP/auspol commentary following last night’s election is revealing: much easier to be the onlooker than the victim of ‘populism’ - ‘It’s not you, Bill, it’s the country’: is this election Australia’s Trump or Brexit moment? | Australian election  https://t.co/iNKUxnELn0",72229913,Anne-Marie Balbi,"Melbourne, Victoria"
@jurassic_snark_ so what happens next election when more racist fuckos are voted in because we all spent three years moving them out of this horrible mindset? Australia is fundamentally cooked - not just Queensland. Are you just resigned to that?,24813847,Alex Sol Watts,"Stanmore, Australia"
It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/6xzTKkUtrc,9.36E+17,News For All USATODAY,
2019 Australia election: As it happened - BBC News,4311263533,Ibu Pertiwi,Indonesia
Australia's unexpected election result is being compared to Brexit and the 2016 US election  https://t.co/KiSdRdqCem,2649051141,Cud Blay 🇵🇷,
News Analysis: It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/6cE0XwiZMN https://t.co/yrBkGi87zi,1.10E+18,New York Globe,"New York, NY"
"""It Was Supposed to Be Australia’s Climate Change Election. What Happened?"" by DAMIEN CAVE via NYT The New York Times https://t.co/2qirSoPPCR",138381697,DJIMB3RRY,"Québec, Canada 🇨🇦"
"""Australian PM Heads to Church, Football After 'Miracle' Election Win"" by Reuters via NYT https://t.co/9vqUnPhRqP",2554990512,Wayne Lipinsky,Rensselaer
"""Australia Election Results: Prime Minister Scott Morrison Seizes a Stunning Win"" by DAMIEN CAVE via NYT The New York Times https://t.co/3HphWhtSUJ",138381697,DJIMB3RRY,"Québec, Canada 🇨🇦"
"Australian PM heads to church, football after 'miracle' election win (Reuters) https://t.co/JDxaRNtsGx",114637227,Choonsik Yoo (유춘식),"Seoul, Korea"
"Australian PM heads to church, football after 'miracle' election win https://t.co/M1vEnkwlt7",9.00E+17,Stencyl Vania,
"Australian PM heads to church, football after 'miracle' election win https://t.co/3zy1wExBNC",9.00E+17,Genet Agaban,
Climate sceptic ex PM Abbott falls in Australia election https://t.co/KQenVfqzdy,1369381933,VietMaz,Vietnam
"'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment?

https://t.co/fjjIwMjtbv",9.36E+17,Zed Lipid,
"Australian PM heads to church, football after 'miracle' election win https://t.co/6q1sWxxe2H",8.98E+17,Ikusha,
"Australian PM heads to church, football after ‘miracle’ election win https://t.co/thcVH0cLKC... https://t.co/n6o6m9yTiY",241110794,Manfred Rosenberg,Canada
"Australian PM heads to church, football after 'miracle' election win https://t.co/MdLfblVmCm #topNews https://t.co/GA5oXyiqcm https://t.co/E2rXw3lzTo",241110794,Manfred Rosenberg,Canada
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/NgSw0psIUr,1316708413,eva,
I visit Australia often and love it there. Was bummed for their people when I heard the liberal party candidate had won the election... Then I found out in Australia the liberal party is actually the Conservative party.... Phew... Congrats Australia!!! https://t.co/LnbRBtSj2L,27063389,Deplorious BjG,
News Analysis: It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/rmlJGoRUDi,468507589,Follement-bijoux,Novalaise
The Stock Market Winners and Losers From Australia's Election - Yahoo Finance https://t.co/zdeqtsQ5zk #markets #news,4419993470,Signals.me,
"An incredible response to the horrifying election results here in Australia yesterday.  This organization here in South Australia is a thing of beauty, for sure, as is this quote and overall sentiment. &lt;3 https://t.co/pDFDSyVIOs",435876258,ClaudineOccupy,"Adelaide, South Australia"
Reading: News Analysis: It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/hdFODtnbsx,259873788,Moms Clean Air Force,
"'It's not you, Bill, it's the country': is this election Australia's Trump or Brexit moment? https://t.co/U7KePjs4jA",21707108,Heleny Campoy 🔶🇪🇺🇪🇸🇬🇧🇫🇷🇩🇪🇮🇹🇱🇺,"London, United Kingdom"
"BBC News - 2019 Australia election: Morrison's coalition seeking shock majority
https://t.co/NkTEVUY4p2",4186306797,Ian Politics #FBPE,"West Sussex, United Kingdom"
"Australian PM heads to church, football after 'miracle' election win https://t.co/d6vBw4t14v https://t.co/0BJFdx5A6C",27125405,Ted Bolt,"Santa Clara, California"
"Australian PM heads to church, football after 'miracle' election win https://t.co/A1GNXPeehI https://t.co/TD2R7UmBzW",26599086,Vilhelm C. Newsinoff,"Santa Clara, CA"
"Australian PM heads to church, football after 'miracle' election win https://t.co/c9q3LXghVM | @Reuters Top News https://t.co/ZmF623IKOc",289148078,Be Informed. When It Happens.,#DV #CSA  #Daniel_Morgan
"Australian PM heads to church, football after 'miracle' election win https://t.co/cS3WJNEnjO https://t.co/VBuXDJXplq",13604612,Janet Shan,Atlanta
"Australian PM heads to church, football after 'miracle' election win: Australian Prime Minister Scott Morrison thanked his fellow Pentecostal churchgoers on Sunday after a miraculous election victory that… https://t.co/E0W5sPjfPe #ImpeachTrump #ImpeachKavanaugh #TheResistance https://t.co/W9eiomUaX8",48470839,Patrick,"ÜT: 48.195723,-122.119899"
"Via @Reuters: Australian PM heads to church, football after 'miracle' election win https://t.co/1NBmQHPCd6 https://t.co/x2yl9o0YWS",17643749,bɹǝʇ ɟnɔʞ!ʇoן,Fact Based World
"PM Morrison’s pitch mixed smiles and scaremongering, warning older voters and rural voters in particular that a government of the left would leave them behind and favor condescending elites. https://t.co/04NqKrOn5n",770511326,Loraine Fraser,
@hesperidaes @SeeArePe @Barnsy_Lisa There was no United Australia party before this election so therefore the percentage of votes was not counted as a swing. It's pretty simple really.,556511407,Vince Masuka,Online
"Here’s a good article @Cyclops_Trader @Alonzo_CTHG 
Thanks @jameswhelan42 
https://t.co/Vmicf5A3C3",8.09E+17,ChartSaysYes,Australia
"@CathLAndrews @DanielAndrewsMP Thank you victorian labor for showing us youre  non stop red shirt activism, rorting , misuse of funds , doubling power tax , funding anti australia day protests ,  this election was an easy choice given what youve shown us ",1.10E+18,To Much Corruption,
"'We have lost Australia for now,' warns climate scientist in wake of election upset https://t.co/OEo0GeYAih via @thinkprogress",95316081,Jodie Rummer,Australia
News Analysis: It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/nV9OLl14Vh,1.03E+18,Gander - the Search Engine for Social Media,
Australia's conservative government on course for 'miracle' election victory https://t.co/dqJPURUvGQ,2792802479,stockmarketnow,I trade with DEGIRO. Receive 20 Euro and start as well.
"Australian PM heads to church, football after 'miracle' election win - https://t.co/gD9fJ0l4F3",624525019,The News Globe,
Praise from Trump caps off Australia PM’s ‘miracle’ election win https://t.co/gavNf76Ucq,23922797,SCMP News,Hong Kong
"@donaldh66287394 @JeffreyMeursing @OddemocracyA @RichForrest2 @thinkprogress The Australia election has Putin’s dirty fingerprints all over it. Let me guess, electronic voting systems?",21805913,Reb Rod,Planet Earth
"‘It’s not you, Bill, it’s the country’: is this election Australia’s Trump or Brexit moment? | Australian election 2019 | The Guardian https://t.co/fVDunzRnTv",3149027809,Jay Goodall🌷,
@SecularScholar @SecularScarlet Australia has had an election and we are heading back to meet you.,8.85E+17,beaucoup plus,
Australian family guy emerges as new conservative hero after his shock election victory https://t.co/J2tbm1ghjW,1.02E+18,Funding Hero,
The Stock Market Winners and Losers From Australia's Election - Yahoo Finance https://t.co/zdeqtsQ5zk #stocks #news,4419993470,Signals.me,
Labor begins election defeat postmortem with internal blame game https://t.co/XE0bBRBJzE https://t.co/qtOrbFlVDQ,65109514,Global Issues Web,"Los Angeles, California, USA"
"@alexanderchee In Australia if you don’t vote you run the risk of being fined. Amazing, eh, that the country *wants* its citizens to vote?",103275055,MannahattaMamma,Abu Dhabi & NYC
New Zealand leaders react to Australia’s surprise election result ⁦@ScottMorrisonMP⁩ | 1 NEWS NOW | TVNZ https://t.co/lkboGMmTX6,95754584,Ryan Boswell,"Sydney, New South Wales"
Labor begins election defeat postmortem with internal blame game https://t.co/NduW0dI0pa,1407794432,Jmds Course,
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/ioc0hgHQDY,343405144,Mega Meetei,"Heirok, India"
[BOT] News Analysis: It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/ZJdXZeZgSK,251085032,®,Million miles away from Sun
"Australia: tough on jihad Scott Morrison wins big in re-election, ""shocks"" media and pollsters https://t.co/hVHT1Cm7Qf",3064011867,anne mason,"Ontario, Canada"
"waconzy - #Enjoy 👉🏽https://t.co/x05QYDFmZo 👉🏽 Prime Minister Scott Morrison claims victory in historic upset as Labor leader Bill Shorten loses ""unlosable"" poll. Follow live updates: https://t.co/w6R1yyhD7g https://t.co/voZow4vodH 👉🏽👉🏽 https://t.co/x05QYDFmZo #spotify #applemus…",29602803,LISTEN TO WACONZY - ENJOY 🎵 ON SPOTIFY & ITUNES,United States
Winning the wealthy and losing the workers: how Labor's Victorian vote transformed https://t.co/n4l9bgdVJw,994594957,💧Ray Wilton 💧👾,
"Scott Morrison just won the race for PM of Australia. He is very aligned with Trump policies. A sad day for those who value public education, fair taxation, climate policies, unions, compassionate immigration, human rights, healthcare, decent wages https://t.co/WttQo0FQRc",402483883,Helen Armstrong,
Fascinating take on #ausvotes2019 https://t.co/QOR2TV2KED,299388047,Ed Johnson,Sydney
"For all y'all saying that there is no way Republicans would win a fair election in Georgia, Australia has elected conservatives under some pretty far-right leadership three times in a row with 90% turnout. Turnbull was more moderate but pushed further to the right in 2016 as well https://t.co/KVzB5GTYI5",3024329412,Naor Deleanu 🌐,"Berkeley, CA"
Climate sceptic ex PM Abbott falls in Australia election: Former Australian prime minister… https://t.co/mk6rMrDVb8,282416455,Talk Vietnam,
"“Citizens stopped knowing each other. The polls got it wrong, the media got it wrong, people were so siloed in their own tribes and social media bubbles that the other side winning felt like a profound shock.” https://t.co/ZlrsDN6vbq #Australia #mapping division",55478665,mad.lab,Chongqing ✭ Sydney
"2019 #Australia election: #Morrison's coalition seeking shock majority https://t.co/0IZEyxtioZ 
@Crazyparklady1 @heidiEC5 @SueKeen1 @walshr108 @2tweetaboutit",574681599,Christopher White UK,"Hyères, France"
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/w3ygHT7mzb #bbc,519503526,Blogger gadgets,Pakistan
It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/OUZ7SKD2zV,1366717525,Alok Singh,
Australia's SHOCK Election Result (Take Two) https://t.co/RTyD0qRo7K via @YouTube,9.21E+17,AcmeMis,
"Australian government claims 'miracle' election win
Australia's opposition has conceded defeat in the country's national election - despite polls predicting the vote would result in a change of government.

https://t.co/knd7m9EcgI https://t.co/FjlNv8aJJB",9.70E+17,News9,USA
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/vE1NizHUBS,21707108,Heleny Campoy 🔶🇪🇺🇪🇸🇬🇧🇫🇷🇩🇪🇮🇹🇱🇺,"London, United Kingdom"
"Australia: climate hysterical Labourists lose unlosable election
https://t.co/vvrM6Xm2p0)",348113898,Pure Climate Skeptic,scotland
you want to know what’s happening in Australia right after the election? class warfare fuelled by inaction on the climate crisis 🥬💃🏻 https://t.co/yI1AWv5tLO,357391045,nina baldotto,"Brisbane, Queensland / Turrbal Land"
"Surprise election win for Australia’s Liberal Party-led coalition https://t.co/Yyq7rzcKkJ   submitted by   /u/legendfriend
[link]   [comments] https://t.co/iE6i9LKFK5 #NickSaffron Likes This https://t.co/8rwihT0ZYU https://t.co/CRowZesuj8",2277848384,NEUROMASTER,Australia
Scott Morrison declares victory in tight Australia election https://t.co/kRcyQtLzEc,1668194960,Zicutake USA Comment,
Labor begins election defeat postmortem with internal blame game https://t.co/UeYhqnR4F8,1092378031,Guardian Australia,Australia
Election 2019: Labor loses ground in regional Territory towns on the back of 'protest vote' https://t.co/AZ3PXHgHzp,88890364,NewsHitterTeam,cyberspace
"Yet again... 

We'll it's another reminder that media, especially social media, is not real-life.

Australia's unexpected election result is being compared to Brexit and the 2016 US election https://t.co/j3nUrI7uiu",460656597,Soma Mbadiwe,"West Virginia, USA"
"Sorry world, we had a chance to help our #British and #American cousins by shining a light of example. But we fucked it up. Love, #Australia 😔 #vote and #dobetter than we did last night.",213308917,𝒮𝓀𝓎𝑒,Wonderland
Morrison's shock win has ripped uncertainty from the market. 'Buy everything' says VFS Group's James Whelan.  https://t.co/8a9LBThr07,299388047,Ed Johnson,Sydney
"GAME OVER?:  'We have lost Australia for now,' warns climate scientist in wake of election upset https://t.co/om6fQLKQ6O via @thinkprogress",8.62E+17,NoctisEqui,
"2019 Australia election: Morrison's coalition seeking shock majority - BBC News
Wow!  https://t.co/0fFHwkM05g",9.85E+17,christina,
"Hope you understand most states in India is as big as Australia. 
Though even I feel the election should have wound up in two/three phases https://t.co/D3BSnffOet",3315719370,Jai🇮🇳,
"You voted against better cancer treatment, climate action, federal ICAC, housing reform, better education and better health. Seriously Australia what did you vote for? #auspol",168914759,Chris Crouch,"Melbourne, Victoria"
"The New York Times Elections, Coal""It Was Supposed to Be Australia’s Climate Change Election. What Happened?"" by DAMIEN CAVE via NYT https://t.co/BWTzfqs8Bo",8.13E+17,Gran Bazar Hub News,U.S.A.
@bellinghamlane @BelindaJones68 @albericie Yes sadly the stupid people of Australia and especially QLD fell for it. The Labor vote collapsed around the country 3-4 percent went to UAP some of the vote went to the Coalition. What does 60 million buy a Coal,9.61E+17,💧Blondii,
Australia's conservatives relish unexpected 3rd term win | CBC News https://t.co/SQSWumfrea,200838452,Jonathan Knight,
It Was Supposed to Be Australia's Climate Change Election. What Happened? https://t.co/0fiI86zVlZ,1.13E+18,Náttúrafréttir,
@AlboMP @NSWLabor Also I always said to my wife that if you were in charge of the ALP we would have won this election hands down. I am worried for Australia in that we have lost our democracy for a Trump like PM. God help us,7.25E+17,Bill Walker,"Canberra, Australian Capital Territory"
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/zZfZu3kbNo,9.53E+17,Brought to You,
@BrentToderian Thinking about this big time in Australia on the back of a climate change election won by a climate change denying party.,327265754,Clare Scanlon,Sydney
Final results are being counted in Australia where Prime Minister Scott Morrison hopes his victory in Saturday's election will give him a majority government. @BBC #auspol #AusVotes2019 #AusVotes #auspol senate,140362670,Yogi,
"There's not much to celebrate today (what with how Australia's election went) so I'm glad to have this much going for me. 
I'm also up to 90 subscribers!!! That 100 is getting so close. 😍😊 https://t.co/t4g6jcefb7",822648668,Shiny Crochet,"Sydney, New South Wales"
Australian family guy emerges as new conservative hero after his shock election victory https://t.co/um9HQZNekB,118099082,michaelangelo,Depends on the day 
Australian Labor leader concedes election https://t.co/gAZ9Fs6hdc,1664939335,All The News Is Now,Jupiter
"#Australia -- PM Morrison told supporters that he had always believed in miracles.

The result drew comparisons with Republican Donald Trump’s victory in the 2016 election.

https://t.co/0qyPCKWaYh",304547610,🚴‍♂️ Jassogne,"Brussels, Belgium 🇧🇪"
"Australia's conservative coalition scores stunning political victory in general election, defies polls forecasting loss
Australia’s ruling conservative coalition defied polls and scored a stunning political victory in the country’s general election on Saturday, with the main…",9.66E+17,Channel News,"Texas, USA"
"Oh yay!

https://t.co/pZkwEMH6UL",7.84E+17,Aya F Chamseddine,Lebanon
The Stock Market Winners and Losers From Australia's Election - Bloomberg https://t.co/QvW6GYn13l #stocks #news,4419993470,Signals.me,
Australia's conservative government on course for 'miracle' election victory https://t.co/bU4rwkGpwx,8.72E+17,Offer Paradice,"Dacca, Bangladesh"
REUTERS reports Australia's Pentecostal PM rides miraculous wave back into office https://t.co/zfaLsEjA9N https://t.co/nlPhqSdKca,1645876892,🇺🇸Channel 1 America,USA
How an astute political campaigner with daggy dad appeal pulled off Australia's biggest election upset in decades.  https://t.co/Nv4U6ilgGy,299388047,Ed Johnson,Sydney
#Australia #AustralianElection weeping lefties in Australia....it must have been the Russians..let’s rerun the election...they didn’t know what they were voting for. ..but the party was ready.....nothing as good as salty lefty tears.   😂😂😂,1.10E+18,Paul Chell,"Henley-in-Arden, UK. "
Federal election result for Bass still up in the air as count continues - Australia Votes - Federal Election 2019 - Politics https://t.co/WAqjUhphAZ https://t.co/bnJHP3FkTM,3238757417,Sortiwa,United States
"Australia's Prime Minister Scott Morrison Scores Surprise Election Victory

Morrison's win defied analysts and pollsters, who had predicted his defeat for several months. ""Tonight is about every single Australian who depends on their government to put them first,"" he said.

…",2892216739,Blogger Book Reviews,WorldWide
waconzy - #Enjoy 👉🏽https://t.co/x05QYDFmZo 👉🏽 Australia's Pentecostal PM rides miraculous wave back into office https://t.co/0jcbB0xpoG https://t.co/kcrrhCE3zY 👉🏽👉🏽 https://t.co/x05QYDFmZo #spotify #applemusic #newmusic #afrobeats,29602803,LISTEN TO WACONZY - ENJOY 🎵 ON SPOTIFY & ITUNES,United States
waconzy - #Enjoy 👉🏽https://t.co/x05QYDFmZo 👉🏽 Miracle win offers Australian PM authority and government stability https://t.co/mqq5DDHsOs https://t.co/ikhqlflMX4 👉🏽👉🏽 https://t.co/x05QYDFmZo #spotify #applemusic #newmusic #afrobeats,29602803,LISTEN TO WACONZY - ENJOY 🎵 ON SPOTIFY & ITUNES,United States
It Was Supposed to Be Australia’s Climate Change Election. What Happened? by DAMIEN CAVE https://t.co/2j1TsGeRi1,300710811,Freesarkariresult.com,India
"Australia's Pentecostal PM rides miraculous wave back into office
Australian Prime Minister Scott Morrison thanked his fellow Pentecostal churchgoers on Sunday after a miraculous election victory that defied years of unfavorable opinion polls and bruised a Labor opposition t…",9.70E+17,News9,USA
"Australia's conservative government on course for 'miracle' election victory
Australia's Liberal-led conservative government was headed for a remarkable win at the national election early on Sunday after uncovering a narrow path to victory that twisted through urban fringes …",9.70E+17,News9,USA
"Did Australia just get their version of our 2015 election? If so, be very careful.",77496162,ROUS,United Kingdom
"New post: ""2019 Australia election: Morrison's coalition seeking shock majority"" https://t.co/yprZvlrNqt",135092899,Glenn Larson☣,Miami
News Analysis: It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/UuEocXENr7,1.06E+18,ShamelNews,United States
"And here Australia's 'climate change'
election ended with 'PM not changed'.
#AUSVote2019",3066944761,Sonal Kedia,
"""It Was Supposed to Be Australia’s Climate Change Election. What Happened?"" by DAMIEN CAVE via NYT https://t.co/SsYubUtXGC https://t.co/G5wVFaPLVH",1.11E+18,Turbo News,
"GoogleAusEd:Election 2019: Anthony Albanese to run for Labor leader, Tanya Plibersek 'considering' a tilt - Australia Votes - Federal Election 2019 - Politics - ABC News https://t.co/1srvuCmgEu",731898637,VocEdAustralia,Sydney
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/48fbHSuLjn,1.06E+18,ShamelNews,United States
2019 Australia election: Polls open for 'generational' vote - BBC News https://t.co/BhDbCxhqFA,1664939335,All The News Is Now,Jupiter
The Stock Market Winners and Losers From Australia's Election - Yahoo Finance https://t.co/UKZhI5qIOW #marketing #reviews,247656924,Tagggly,
Australia's Pentecostal PM rides miraculous wave back into office https://t.co/gCtlBT74ke https://t.co/EJJyRpKOCK,1652541,Reuters Top News,Around the world
"This comment &amp; responses by ""Gary Fallon"" on ""why people voted coalition..."" is worth reading: https://t.co/MMpGf6Cbeo Disappointments await? LNP must think those who bought the #frankingCredits #bs to have the attention span of a tadpole. And probably right. #auspol",160491775,twensor,
"Light in the tunnel.

Right-wing Australian politician who blamed Muslims for Christchurch mosque attack loses seat | The Independent https://t.co/jUOibLFh1J",961868268,paul hansen,
"Miracle win offers Australian PM authority and government stability
Australian Prime Minister Scott Morrison may have won more than just another three years in office for his conservative coalition government.

https://t.co/ajkcLrq0ca https://t.co/IM4MSXWakR",9.70E+17,You News,"Houston, TX"
"Australia's Pentecostal PM rides miraculous wave back into office
Australian Prime Minister Scott Morrison thanked his fellow Pentecostal churchgoers on Sunday after a miraculous election victory that defied years of unfavorable opinion polls and bruised a Labor opposition t…",9.70E+17,You News,"Houston, TX"
"Australia's conservative government on course for 'miracle' election victory
Australia's Liberal-led conservative government was headed for a remarkable win at the national election early on Sunday after uncovering a narrow path to victory that twisted through urban fringes …",9.70E+17,You News,"Houston, TX"
NBCNEWS reports Australia election: Ruling conservatives on course for 'miracle' victory while anti-Muslim senator loses seat. https://t.co/6rhhFieqP9 https://t.co/acKpAu5NM6,1645876892,🇺🇸Channel 1 America,USA
Surprise election win for Australia’s Liberal Party-led coalition https://t.co/HikySh2M4N,343405144,Mega Meetei,"Heirok, India"
@Elizjhaynes You must have gone ‘whippeedoo’ (or something like that) when the public vote for #Norway was announced. Clearly you were ‘as one’ with the #Eurovision public. Netherlands – nice song – just wanted him to cheer up a bit. Australia,1.04E+18,dd,Somewhere in the Universe  - possibly others too.
Australia's Prime Minister Scott Morrison Scores Surprise Election Victory https://t.co/5hhoOSm1bN,9.05E+17,Sangamon Courier,"Springfield, IL"
Surprise election win for Australia’s Liberal Party-led coalition https://t.co/NBu1LePlrB,9.53E+17,Brought to You,
Fuck all the brown nosing weasels congratulating this lying sneaky sleazy snake Morrison on winning this election! The world is full of lying weasels and snakes but! But I am terrified about what this fuckwit has planned for the average Joe Blow and Australia!,3024455460,Dave Wood,
"Election 2019: Coalition keeps power while Labor looks for a leader, live blog https://t.co/jycFdYjCf9 the quality required: someone that wont excpt UN refugees : wont excet that paris accord but will keep australia for australians",373108349,Raredvd,
Scott Morrison declares victory in Australia election https://t.co/y81tOPBf0r https://t.co/BmGLeaOhZK,7.16E+17,Shukur Biya,Oromia
"‘We have lost Australia for now,’ warns climate scientist in wake of election upset - ThinkProgress",4311263533,Ibu Pertiwi,Indonesia
"""It Was Supposed to Be Australia’s Climate Change Election. What Happened?"" by DAMIEN CAVE via NYT The New York Times https://t.co/vULHsDPxPn",8.08E+17,Api Drama,"Kotchandpur, Bangladesh"
"""Australia Election Results: Prime Minister Scott Morrison Seizes a Stunning Win"" by DAMIEN CAVE via NYT The New York Times https://t.co/jKQU6tM0hi",8.08E+17,Api Drama,"Kotchandpur, Bangladesh"
"""Morrison Wins in Australian Election, Confounding Pollsters"" by THE NEW YORK TIMES via NYT The New York Times https://t.co/sgUuGzygrx",8.08E+17,Api Drama,"Kotchandpur, Bangladesh"
".@sarahinthesen8 has thanked her supporters in South Australia for returning her to the Senate. The Greens representative said on Twitter she had been re-elected with a ""doubled"" vote. #AusVotes2019 #auspol https://t.co/vsui6jDSut https://t.co/6soxNJbItI",15250661,news.com.au,Australia
Australian election: Controversial senator Fraser Anning dumped https://t.co/Ivl39XuwaP,148317154,Secret Auckland,Auckland New Zealand
"@LuxGolfToursNZ @deekersinnz @CunninGolf @Teamfrench23 Theyve changed the name from Agenda 21 to 30, follow Ted Cruz’s musings and you’ll see the connection. https://t.co/rbfgEK1Wz9",1401130106,John Parry Evans,Dunedin NZ
✊🏿❤️ https://t.co/bR3Bted7jF,855932714,محمد حريد,"Minneapolis, MN"
REUTERS reports Miracle win offers Australian PM authority and government stability https://t.co/7ziixo19KM https://t.co/r42EyM4jwf,1645876892,🇺🇸Channel 1 America,USA
BBCWorld: 2019 Australia election: Morrison's coalition seeking shock majority https://t.co/5Q6ed5MpLt,51073715,Fazeen (DEAN)🎈,"Maldives, Male' City"
"BBCWorld: Australia's governing Liberal coalition appears to have defied predictions to win the federal election, the country's national broadcaster has said. 

Live updates: https://t.co/SWE7h3fezR 

#ausvotes",51073715,Fazeen (DEAN)🎈,"Maldives, Male' City"
It Was Supposed to Be Australia's Climate Change Election. What Happened? https://t.co/lFDqzypydB,9.20E+17,Animal Defence MX,
"""I said I was going to burn for you and I am, every single day"" - Australian PM Scott Morrison on shock election win https://t.co/gjyWXvhgko

— BBC Breaking News (BBCBreaking) May 18, 2019",3408963556,Events masters,earth
"Bill Shorten, leader of Australia's centre-left opposition Labor party, concedes after unexpected election defeat https://t.co/VEyIKSAz5c

— BBC Breaking News (BBCBreaking) May 18, 2019",3408963556,Events masters,earth
"""It Was Supposed to Be Australia’s Climate Change Election. What Happened?"" by DAMIEN CAVE via NYT The New York Times https://t.co/5b1BUMEwaa",1.10E+18,PetroM Logistics,Mexico
"""It was billed as the climate change election, and the climate lost."" 
This is politics in the New Climatic Regime, where disagreement is about our common dependence on this fragile planet. We have every reason to be worried. @BrunoLatourAIME

https://t.co/TzKruFjN53",1.06E+18,Leo Frank,
"@LeisaWoodman The actual criminality involved was tied DIRECTLY to those that lost. And I'm gonna let you in on a secret, your elections were rigged before &amp; our mil. intel helped fix that so the REAL vote was counted. Australia's govt was involved in",25866103,OutlawJoseyWales⚒️,Yonder Regions
"""Australia Election Results: Prime Minister Scott Morrison Seizes a Stunning Win"" by DAMIEN CAVE via NYT The New York Times https://t.co/7or16rIAwC",1.10E+18,PetroM Logistics,Mexico
News Analysis: It Was Supposed to Be Australia’s Climate Change Election. What Happened? https://t.co/E0kOXk1Nc2,722583252,Mahesh Khuman,India
Australia’s Conservatives Win Surprise Election Victory - The Wall Street Journal https://t.co/gDx7RgNQDf,9.57E+17,NY Today,
"This is where neoliberalism leads us; money grubbing conservatives &amp; liberal sellouts pretending to be “center-left” liberals.
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/u0ZkQZs8Fw",118172546,frannie o'grady🗽,Texas
Australian federal election 2019 results: Scott Morrison and the Coalition win - https://t.co/gLkBMDXM5T https://t.co/a6HK5Z0fo1,7.62E+17,Social Brief Info,Romania
Australia's conservative government on course for 'miracle' election victory https://t.co/L4VyIvqaIy,276544322,Eugenio Bertolaccini,"anzio,italy"
"Prime Minister Scott Morrison claims victory in historic upset as Labor leader Bill Shorten loses ""unlosable"" poll. Follow live updates: https://t.co/a7GIYgSC23 https://t.co/jO6R9SYFv5 May 18, 2019 at 09:12PM",47976374,hanung nugroho,Universe
Australia ruling coalition certain to win election https://t.co/xT9fTdNIV0,9.53E+17,Brought to You,
2019 Australia election: Morrison's coalition seeking shock majority https://t.co/Eys7kLcK2U,1664939335,All The News Is Now,Jupiter
Australia's National Elections are over. The far-left lost! Scott Morrison will serve a 3rd term as PM. Most people in the world know Socialism will be their downfall.  https://t.co/fnmGEKMbiD    #WWG1WGA #FactsMatter .@TronYori2 .@Heywood98 .@Renai0304 .@POTUS via @PointingUp2,1.01E+18,Patriot News,
Australian family guy emerges as new conservative hero after his shock election victory https://t.co/xVW4wwypHj #BSAFunds #MerchantCashAdvance,7.67E+17,Blue Streak Daily,
"Australia's Conservative Government On Course For ""Miracle"" Election Victory - NDTV News https://t.co/rLMMicCWKi",130760193,Vishal Shah ®,
